frame_of_detection,track_id_1,class_1,track_id_2,class_2,predicted_TTC_seconds
495,8,car,877,car,0.1
495,555,car,852,car,0.1
496,7,car,700,person,0.1
496,7,car,935,car,0.1
496,325,traffic light,688,traffic light,2.0
496,555,car,852,car,0.1
497,7,car,700,person,0.1
497,325,traffic light,688,traffic light,1.4000000000000001
497,555,car,852,car,0.1
499,555,car,688,traffic light,0.8
501,81,traffic light,680,car,1.8
501,180,car,660,car,1.0
502,180,car,660,car,1.0
502,555,car,852,car,0.1
502,680,car,952,car,0.30000000000000004
503,81,traffic light,952,car,0.9
503,555,car,852,car,0.1
503,700,person,935,car,0.1
504,555,car,852,car,0.1
504,680,car,952,car,0.6000000000000001
505,81,traffic light,952,car,1.0
505,555,car,852,car,0.1
506,81,traffic light,952,car,0.8
506,260,person,966,person,1.1
506,555,car,852,car,0.1
506,952,car,967,car,0.9
507,81,traffic light,952,car,0.6000000000000001
507,555,car,852,car,0.1
507,952,car,967,car,0.7000000000000001
508,81,traffic light,952,car,0.7000000000000001
508,952,car,967,car,0.7000000000000001
509,952,car,967,car,0.7000000000000001
510,680,car,967,car,0.6000000000000001
510,952,car,967,car,0.7000000000000001
511,260,person,966,person,1.7000000000000002
511,555,car,852,car,0.1
512,260,person,966,person,1.4000000000000001
512,700,person,935,car,0.1
514,325,traffic light,604,traffic light,0.1
515,325,traffic light,604,traffic light,0.1
515,555,car,852,car,0.1
516,260,person,966,person,0.9
516,555,car,852,car,0.1
521,180,car,660,car,0.30000000000000004
521,978,motorcycle,995,person,2.0
522,180,car,660,car,0.2
522,978,motorcycle,995,person,0.9
523,180,car,660,car,0.2
523,978,motorcycle,995,person,0.9
525,81,traffic light,982,car,1.2000000000000002
525,325,traffic light,604,traffic light,0.1
525,325,traffic light,688,traffic light,0.4
526,81,traffic light,982,car,1.7000000000000002
526,325,traffic light,604,traffic light,0.1
526,325,traffic light,688,traffic light,0.5
526,555,car,852,car,0.1
526,978,motorcycle,986,car,1.5
526,986,car,995,person,0.5
527,325,traffic light,604,traffic light,0.1
527,325,traffic light,688,traffic light,1.0
528,325,traffic light,604,traffic light,0.1
528,325,traffic light,688,traffic light,0.4
529,325,traffic light,688,traffic light,0.2
529,555,car,604,traffic light,1.0
529,555,car,688,traffic light,0.6000000000000001
529,604,traffic light,688,traffic light,0.5
529,978,motorcycle,995,person,1.7000000000000002
530,8,car,555,car,1.8
530,325,traffic light,688,traffic light,0.1
530,555,car,688,traffic light,0.4
530,555,car,852,car,0.1
531,8,car,555,car,1.6
531,260,person,1013,car,0.1
531,555,car,688,traffic light,0.4
531,555,car,852,car,0.1
532,260,person,1013,car,0.1
532,555,car,688,traffic light,1.0
532,555,car,852,car,0.1
533,260,person,935,car,0.9
533,555,car,852,car,0.1
536,555,car,852,car,0.1
537,555,car,852,car,0.1
538,555,car,1034,car,0.1
538,982,car,1034,car,0.6000000000000001
539,325,traffic light,1034,car,0.30000000000000004
539,555,car,1034,car,0.1
539,660,car,1034,car,0.5
539,688,traffic light,1034,car,0.30000000000000004
540,325,traffic light,1034,car,0.30000000000000004
540,555,car,1034,car,0.1
540,660,car,1034,car,0.6000000000000001
540,955,car,1034,car,0.9
540,997,car,1034,car,0.9
541,81,traffic light,982,car,1.9000000000000001
541,997,car,1034,car,1.7000000000000002
542,81,traffic light,982,car,1.4000000000000001
542,858,car,952,car,0.5
543,81,traffic light,982,car,2.0
543,997,car,1034,car,0.9
544,325,traffic light,1034,car,0.4
544,978,motorcycle,1056,person,0.1
544,995,person,1056,person,1.7000000000000002
544,997,car,1034,car,0.7000000000000001
545,81,traffic light,1057,car,0.8
545,325,traffic light,1034,car,0.4
545,997,car,1034,car,0.7000000000000001
546,81,traffic light,1057,car,0.8
546,997,car,1034,car,0.7000000000000001
547,325,traffic light,1034,car,0.4
547,555,car,852,car,0.1
547,955,car,1034,car,0.8
547,997,car,1034,car,0.7000000000000001
548,997,car,1034,car,0.7000000000000001
549,180,car,660,car,0.1
549,180,car,955,car,0.7000000000000001
549,325,traffic light,688,traffic light,0.2
549,325,traffic light,1034,car,0.4
549,955,car,1067,car,1.6
549,978,motorcycle,1056,person,0.1
550,325,traffic light,688,traffic light,0.1
550,325,traffic light,1034,car,0.4
550,555,car,852,car,0.1
550,982,car,1057,car,0.2
550,997,car,1034,car,0.8
551,325,traffic light,688,traffic light,0.1
551,555,car,852,car,0.1
551,955,car,997,car,1.2000000000000002
551,978,motorcycle,1056,person,0.1
551,982,car,1057,car,0.2
552,325,traffic light,688,traffic light,0.1
552,555,car,852,car,0.1
552,955,car,1067,car,0.5
552,978,motorcycle,1056,person,0.1
552,982,car,1057,car,0.2
553,555,car,852,car,0.1
553,978,motorcycle,1056,person,0.1
553,982,car,1057,car,0.1
554,325,traffic light,688,traffic light,0.1
554,955,car,1067,car,0.4
554,982,car,1057,car,0.1
555,955,car,1067,car,0.6000000000000001
555,982,car,1057,car,0.1
556,325,traffic light,688,traffic light,0.1
556,555,car,852,car,0.1
556,978,person,995,person,0.6000000000000001
556,978,person,1056,motorcycle,0.1
556,982,car,1057,car,0.1
557,555,car,852,car,0.1
557,955,car,997,car,0.7000000000000001
557,978,motorcycle,995,person,0.6000000000000001
557,978,motorcycle,1056,person,0.1
558,180,car,1067,car,0.8
558,260,person,1088,motorcycle,0.8
558,978,motorcycle,1056,person,0.1
559,180,car,955,car,1.1
559,180,car,1067,car,0.5
559,978,motorcycle,1056,person,0.1
560,180,car,955,car,0.5
560,180,car,1067,car,0.5
560,555,car,852,car,0.1
560,978,motorcycle,1056,person,0.1
560,995,person,1056,person,0.8
561,978,motorcycle,1056,person,0.1
561,995,person,1056,person,0.7000000000000001
562,955,car,1067,car,0.6000000000000001
562,978,motorcycle,1056,person,0.1
562,995,person,1056,person,0.7000000000000001
563,81,traffic light,982,car,1.5
563,555,car,852,car,0.1
563,978,motorcycle,1056,person,0.1
563,997,car,1057,car,0.9
563,1057,car,1067,car,1.2000000000000002
564,81,traffic light,982,car,1.2000000000000002
564,555,car,852,car,0.1
564,978,motorcycle,1056,person,0.1
564,995,motorcycle,1056,person,0.4
564,997,car,1057,car,1.2000000000000002
565,81,traffic light,982,car,1.2000000000000002
565,555,car,852,car,0.1
565,978,motorcycle,1056,person,0.1
565,997,car,1057,car,1.2000000000000002
566,81,traffic light,982,car,1.4000000000000001
566,978,motorcycle,995,motorcycle,0.30000000000000004
566,978,motorcycle,1056,person,0.1
567,81,traffic light,982,car,1.6
569,1056,person,1065,motorcycle,1.0
570,1056,person,1065,motorcycle,1.4000000000000001
571,81,traffic light,982,car,1.2000000000000002
571,1056,person,1065,motorcycle,0.5
572,81,traffic light,982,car,1.2000000000000002
572,260,person,1088,person,0.1
572,978,motorcycle,995,motorcycle,0.1
572,978,motorcycle,1056,person,0.1
573,260,person,1088,person,0.1
573,978,motorcycle,995,motorcycle,0.1
573,978,motorcycle,1056,person,0.1
574,260,person,1088,person,0.1
574,555,car,852,car,0.1
574,978,motorcycle,995,motorcycle,0.1
574,978,motorcycle,1056,person,0.1
574,978,motorcycle,1127,person,1.2000000000000002
575,260,person,935,car,1.9000000000000001
575,978,motorcycle,995,motorcycle,0.1
575,978,motorcycle,1127,person,1.3
575,986,motorcycle,995,motorcycle,0.1
576,260,person,935,car,1.5
576,978,motorcycle,995,motorcycle,0.1
576,978,motorcycle,1056,person,0.1
576,978,motorcycle,1127,person,0.9
577,260,person,935,car,1.7000000000000002
577,555,car,852,car,0.1
577,978,motorcycle,995,motorcycle,0.1
577,978,motorcycle,1056,person,0.1
577,978,motorcycle,1127,person,1.0
578,260,person,995,motorcycle,1.3
578,978,motorcycle,995,motorcycle,0.1
579,8,car,260,person,0.6000000000000001
579,260,person,986,car,0.9
579,260,person,995,person,0.9
579,955,car,1067,car,0.5
580,955,car,1067,car,0.4
580,978,motorcycle,1056,person,0.1
580,978,motorcycle,1127,person,1.6
581,955,car,1067,car,0.5
581,978,motorcycle,1127,person,1.2000000000000002
583,81,traffic light,1140,car,0.2
583,555,car,852,car,0.1
583,978,motorcycle,1056,person,0.1
584,8,car,260,person,0.6000000000000001
584,81,traffic light,1140,car,0.2
584,260,person,986,motorcycle,1.1
584,555,car,852,car,0.1
584,978,motorcycle,1056,person,0.1
585,8,car,260,person,0.6000000000000001
585,81,traffic light,1140,car,0.30000000000000004
585,260,person,995,person,1.3
586,8,car,260,person,0.7000000000000001
586,81,traffic light,1140,car,0.5
586,260,person,995,person,1.5
586,555,car,852,car,0.1
586,978,motorcycle,1056,person,0.1
587,260,person,995,person,1.4000000000000001
587,555,car,852,car,0.1
587,978,motorcycle,1056,person,0.1
588,260,person,995,person,1.1
588,555,car,852,car,0.1
588,978,motorcycle,1056,person,0.1
588,978,motorcycle,1127,person,0.6000000000000001
589,260,person,995,person,1.0
589,978,motorcycle,1056,person,0.1
590,978,motorcycle,1056,person,0.1
590,978,motorcycle,1127,person,0.4
591,555,car,852,car,0.1
591,978,motorcycle,1056,person,0.1
591,978,motorcycle,1127,person,0.4
591,1056,person,1127,person,0.9
592,978,motorcycle,1056,person,0.1
592,978,motorcycle,1127,person,0.5
593,555,car,852,car,0.1
593,978,motorcycle,1056,person,0.1
593,978,motorcycle,1127,person,0.5
596,1067,car,1153,car,0.1
597,555,car,852,car,0.1
597,955,car,1153,car,0.1
597,978,motorcycle,1056,person,0.1
597,978,motorcycle,1127,person,0.2
597,1067,car,1153,car,0.1
598,955,car,1153,car,0.1
598,978,motorcycle,1056,person,0.1
598,978,motorcycle,1127,person,0.1
599,555,car,852,car,0.1
599,978,motorcycle,1056,person,0.1
599,978,motorcycle,1127,person,0.1
601,260,person,995,motorcycle,0.2
601,260,person,1173,motorcycle,1.5
603,978,motorcycle,1056,person,0.1
604,978,motorcycle,1056,person,0.1
605,260,person,1173,motorcycle,0.9
605,978,motorcycle,1056,person,0.1
606,260,person,1173,motorcycle,0.9
606,978,motorcycle,1056,person,0.1
607,955,car,1153,car,0.1
607,1067,car,1153,car,0.1
608,260,person,1173,person,0.9
608,955,car,1153,car,0.1
608,978,motorcycle,1056,person,0.1
608,1067,car,1153,car,0.1
609,555,car,852,car,0.1
609,955,car,1153,car,0.1
609,978,motorcycle,1056,person,0.1
609,1067,car,1153,car,0.1
610,955,car,1153,car,0.1
611,260,person,1190,car,0.1
611,978,motorcycle,1056,person,0.1
612,978,motorcycle,1056,person,0.1
613,260,person,1190,car,0.1
613,555,car,852,car,0.1
613,978,motorcycle,1056,person,0.1
613,1056,person,1193,car,1.6
614,955,car,1153,car,0.1
614,1067,car,1153,car,0.1
615,260,person,1190,car,0.1
615,955,car,1153,car,0.1
615,1067,car,1153,car,0.1
616,260,person,1190,car,0.1
616,955,car,1153,car,0.1
616,1067,car,1153,car,0.1
617,260,person,1190,car,0.1
617,555,car,852,car,0.1
617,955,car,1153,car,0.1
617,1067,car,1153,car,0.1
618,260,person,1190,car,0.1
618,955,car,1153,car,0.1
618,1067,car,1153,car,0.1
619,955,car,1153,car,0.1
619,1067,car,1153,car,0.1
620,955,car,1153,car,0.1
620,1067,car,1153,car,0.1
622,555,car,1242,car,0.1
622,852,car,1242,car,0.1
622,1067,car,1153,car,0.1
622,1067,car,1193,car,0.1
623,555,car,1242,car,0.1
623,955,car,1067,car,0.7000000000000001
623,1067,car,1153,car,0.1
623,1067,car,1193,car,0.1
624,555,car,1242,car,0.1
624,555,car,1245,car,0.1
625,555,car,1242,car,0.1
625,555,car,1245,car,0.1
626,1067,car,1153,car,0.1
627,260,person,1235,person,1.9000000000000001
627,555,car,1242,car,0.1
627,955,car,1242,car,1.1
627,997,car,1242,car,1.0
627,1193,car,1242,car,1.4000000000000001
628,260,person,1235,person,1.7000000000000002
628,555,car,1242,car,0.1
628,955,car,1242,car,0.9
628,978,motorcycle,1242,car,1.5
628,997,car,1242,car,0.8
629,260,person,1235,person,1.6
629,555,car,1242,car,0.1
629,955,car,1242,car,1.0
629,978,motorcycle,1242,car,1.7000000000000002
629,997,car,1242,car,0.9
630,325,traffic light,1242,car,0.5
630,935,car,1235,person,2.0
630,955,car,1242,car,1.0
630,978,motorcycle,1235,person,0.4
630,978,motorcycle,1242,car,1.6
630,997,car,1242,car,0.8
630,1067,car,1242,car,1.2000000000000002
632,325,traffic light,1242,car,0.5
632,555,car,852,car,0.1
632,955,car,1242,car,1.0
633,555,car,852,car,0.1
633,1067,car,1265,person,0.1
634,555,car,852,car,0.1
634,955,car,1153,car,0.1
634,1067,car,1153,car,0.1
635,555,car,852,car,0.1
636,325,traffic light,1242,car,0.4
636,555,car,852,car,0.1
637,325,traffic light,1242,car,0.5
637,555,car,852,car,0.1
638,325,traffic light,1242,car,0.5
638,555,car,852,car,0.1
640,260,person,1173,car,0.1
640,555,car,852,car,0.1
641,260,person,1173,car,0.1
642,260,person,935,car,1.7000000000000002
642,1242,car,1288,car,1.0
645,555,car,852,car,0.1
646,1288,car,1289,car,1.4000000000000001
647,555,car,852,car,0.1
648,260,person,1294,person,2.0
648,955,car,1153,car,0.1
648,1153,car,1289,car,1.9000000000000001
649,260,person,1261,person,1.6
649,260,person,1294,person,1.4000000000000001
650,180,car,260,person,0.6000000000000001
650,260,person,1265,person,2.0
650,260,person,1294,person,1.0
650,555,car,852,car,0.1
651,180,car,260,person,0.6000000000000001
651,260,person,1265,person,1.9000000000000001
651,260,person,1294,person,0.8
652,555,car,852,car,0.1
653,555,car,852,car,0.1
654,555,car,852,car,0.1
655,325,traffic light,555,car,0.6000000000000001
655,555,car,852,car,0.1
656,180,car,260,person,0.5
656,260,person,1294,person,0.8
656,325,traffic light,555,car,1.2000000000000002
656,555,car,852,car,0.1
656,978,motorcycle,1067,car,2.0
657,180,car,260,person,0.30000000000000004
657,260,person,1294,person,0.7000000000000001
657,555,car,852,car,0.1
657,978,motorcycle,1067,car,1.9000000000000001
658,180,car,260,person,0.30000000000000004
658,260,person,1294,person,0.7000000000000001
658,978,motorcycle,1067,car,1.7000000000000002
661,325,traffic light,1315,car,1.8
661,555,car,852,car,0.1
661,555,car,1315,car,1.0
662,555,car,852,car,0.1
663,180,car,260,person,0.30000000000000004
664,180,car,260,person,0.30000000000000004
665,180,car,260,person,0.30000000000000004
665,260,person,1265,person,1.5
666,81,traffic light,1301,car,1.0
667,81,traffic light,1301,car,1.0
667,555,car,852,car,0.1
667,978,motorcycle,1067,car,1.7000000000000002
668,81,traffic light,1301,car,0.9
668,978,motorcycle,1067,car,1.3
669,81,traffic light,1301,car,0.8
669,978,motorcycle,1067,car,1.5
670,555,car,852,car,0.1
670,978,motorcycle,1067,car,1.5
